State,State Name,Year,Month,Indicator,Data Value,Predicted Value,Percent Complete,Percent Pending Investigation,Footnote
VT,VT,2015,July,Natural & semi-synthetic opioids (T40.2),24,25,100,0,
VT,VT,2015,August,Natural & semi-synthetic opioids (T40.2),23,24,100,0,
VT,VT,2015,September,Natural & semi-synthetic opioids (T40.2),24,25,100,0,
VT,VT,2015,October,Natural & semi-synthetic opioids (T40.2),24,25,100,0,
VT,VT,2015,November,Natural & semi-synthetic opioids (T40.2),25,26,100,0,
VT,VT,2015,December,Natural & semi-synthetic opioids (T40.2),23,24,100,0,
VT,VT,2016,January,Natural & semi-synthetic opioids (T40.2),24,25,100,0,
VT,VT,2016,February,Natural & semi-synthetic opioids (T40.2),25,26,100,0,
VT,VT,2016,March,Natural & semi-synthetic opioids (T40.2),23,24,100,0,
VT,VT,2016,April,Natural & semi-synthetic opioids (T40.2),23,24,100,0,
VT,VT,2016,May,Natural & semi-synthetic opioids (T40.2),24,25,100,0,
VT,VT,2016,June,Natural & semi-synthetic opioids (T40.2),24,25,100,0,
VT,VT,2016,July,Natural & semi-synthetic opioids (T40.2),23,24,100,0,
VT,VT,2016,August,Natural & semi-synthetic opioids (T40.2),27,28,100,0,
VT,VT,2016,September,Natural & semi-synthetic opioids (T40.2),25,26,100,0,
VT,VT,2016,October,Natural & semi-synthetic opioids (T40.2),24,25,100,0,
VT,VT,2016,November,Natural & semi-synthetic opioids (T40.2),23,24,100,0,
VT,VT,2016,December,Natural & semi-synthetic opioids (T40.2),24,25,100,0,
VT,VT,2017,January,Natural & semi-synthetic opioids (T40.2),22,22,100,0,Underreported due to incomplete data
VT,VT,2017,February,Natural & semi-synthetic opioids (T40.2),22,23,100,0,Underreported due to incomplete data
VT,VT,2017,March,Natural & semi-synthetic opioids (T40.2),26,27,100,0,Underreported due to incomplete data
VT,VT,2017,April,Natural & semi-synthetic opioids (T40.2),26,27,100,0,Underreported due to incomplete data
VT,VT,2017,May,Natural & semi-synthetic opioids (T40.2),24,24,100,0,Underreported due to incomplete data
VT,VT,2017,June,Natural & semi-synthetic opioids (T40.2),24,25,100,0,Underreported due to incomplete data
VT,VT,2017,July,Natural & semi-synthetic opioids (T40.2),27,28,100,0,Underreported due to incomplete data
VT,VT,2017,August,Natural & semi-synthetic opioids (T40.2),23,24,100,0,Underreported due to incomplete data
VT,VT,2017,September,Natural & semi-synthetic opioids (T40.2),24,25,100,0,Underreported due to incomplete data
VT,VT,2017,October,Natural & semi-synthetic opioids (T40.2),25,26,100,0,Underreported due to incomplete data
VT,VT,2017,November,Natural & semi-synthetic opioids (T40.2),28,29,100,0,Underreported due to incomplete data
VT,VT,2017,December,Natural & semi-synthetic opioids (T40.2),27,27,100,0,Underreported due to incomplete data
VT,VT,2018,January,Natural & semi-synthetic opioids (T40.2),28,28,100,0,Underreported due to incomplete data
VT,VT,2018,February,Natural & semi-synthetic opioids (T40.2),26,27,100,0,Underreported due to incomplete data
VT,VT,2018,March,Natural & semi-synthetic opioids (T40.2),21,22,100,0,Underreported due to incomplete data
VT,VT,2015,January,Number of Deaths,5573,,100,0,
VT,VT,2015,February,Number of Deaths,5639,,100,0,
VT,VT,2015,March,Number of Deaths,5683,,100,0,
VT,VT,2015,April,Number of Deaths,5776,,100,0,
VT,VT,2015,May,Number of Deaths,5799,,100,0,
VT,VT,2015,June,Number of Deaths,5819,,100,0,
VT,VT,2015,July,Number of Deaths,5816,,100,0,
VT,VT,2015,August,Number of Deaths,5793,,100,0,
VT,VT,2015,September,Number of Deaths,5748,,100,0,
VT,VT,2015,October,Number of Deaths,5711,,100,0,
VT,VT,2015,November,Number of Deaths,5737,,100,0,
VT,VT,2015,December,Number of Deaths,5770,,100,0,
VT,VT,2016,January,Number of Deaths,5734,,100,0,
VT,VT,2016,February,Number of Deaths,5710,,100,0,
VT,VT,2016,March,Number of Deaths,5729,,100,0,
VT,VT,2016,April,Number of Deaths,5666,,100,0,
VT,VT,2016,May,Number of Deaths,5671,,100,0,
VT,VT,2016,June,Number of Deaths,5670,,100,0,
VT,VT,2016,July,Number of Deaths,5715,,100,0,
VT,VT,2016,August,Number of Deaths,5728,,100,0,
VT,VT,2016,September,Number of Deaths,5754,,100,0,
VT,VT,2016,October,Number of Deaths,5775,,100,0,
VT,VT,2016,November,Number of Deaths,5749,,100,0,
VT,VT,2016,December,Number of Deaths,5787,,100,0,
VT,VT,2017,January,Number of Deaths,5821,,100,0,Underreported due to incomplete data
VT,VT,2017,February,Number of Deaths,5799,,100,0,Underreported due to incomplete data
VT,VT,2017,March,Number of Deaths,5792,,100,0,Underreported due to incomplete data
VT,VT,2017,April,Number of Deaths,5838,,100,0,Underreported due to incomplete data
VT,VT,2017,May,Number of Deaths,5815,,100,0,Underreported due to incomplete data
VT,VT,2017,June,Number of Deaths,5811,,100,0,Underreported due to incomplete data
VT,VT,2017,July,Number of Deaths,5781,,100,0,Underreported due to incomplete data
VT,VT,2017,August,Number of Deaths,5780,,100,0,Underreported due to incomplete data
VT,VT,2017,September,Number of Deaths,5774,,100,0,Underreported due to incomplete data
VT,VT,2017,October,Number of Deaths,5763,,100,0,Underreported due to incomplete data
VT,VT,2017,November,Number of Deaths,5779,,100,0,Underreported due to incomplete data
VT,VT,2017,December,Number of Deaths,5775,,100,0,Underreported due to incomplete data
VT,VT,2018,January,Number of Deaths,5815,,100,0,Underreported due to incomplete data
VT,VT,2018,February,Number of Deaths,5844,,100,0,Underreported due to incomplete data
VT,VT,2018,March,Number of Deaths,5813,,100,0,Underreported due to incomplete data
VT,VT,2015,January,Number of Drug Overdose Deaths,76,77,100,0,
VT,VT,2015,February,Number of Drug Overdose Deaths,77,78,100,0,
VT,VT,2015,March,Number of Drug Overdose Deaths,82,83,100,0,
VT,VT,2015,April,Number of Drug Overdose Deaths,85,86,100,0,
VT,VT,2015,May,Number of Drug Overdose Deaths,91,92,100,0,
VT,VT,2015,June,Number of Drug Overdose Deaths,94,95,100,0,
VT,VT,2015,July,Number of Drug Overdose Deaths,95,96,100,0,
VT,VT,2015,August,Number of Drug Overdose Deaths,100,101,100,0,
VT,VT,2015,September,Number of Drug Overdose Deaths,100,101,100,0,
VT,VT,2015,October,Number of Drug Overdose Deaths,96,97,100,0,
VT,VT,2015,November,Number of Drug Overdose Deaths,99,100,100,0,
VT,VT,2015,December,Number of Drug Overdose Deaths,99,100,100,0,
VT,VT,2016,January,Number of Drug Overdose Deaths,100,101,100,0,
VT,VT,2016,February,Number of Drug Overdose Deaths,105,106,100,0,
VT,VT,2016,March,Number of Drug Overdose Deaths,104,105,100,0,
VT,VT,2016,April,Number of Drug Overdose Deaths,107,108,100,0,
VT,VT,2016,May,Number of Drug Overdose Deaths,104,105,100,0,
VT,VT,2016,June,Number of Drug Overdose Deaths,107,108,100,0,
VT,VT,2016,July,Number of Drug Overdose Deaths,110,111,100,0,
VT,VT,2016,August,Number of Drug Overdose Deaths,115,116,100,0,
VT,VT,2016,September,Number of Drug Overdose Deaths,118,119,100,0,
VT,VT,2016,October,Number of Drug Overdose Deaths,129,130,100,0,
VT,VT,2016,November,Number of Drug Overdose Deaths,128,129,100,0,
VT,VT,2016,December,Number of Drug Overdose Deaths,136,137,100,0,
VT,VT,2017,January,Number of Drug Overdose Deaths,137,137,100,0,Underreported due to incomplete data
VT,VT,2017,February,Number of Drug Overdose Deaths,139,139,100,0,Underreported due to incomplete data
VT,VT,2017,March,Number of Drug Overdose Deaths,143,143,100,0,Underreported due to incomplete data
VT,VT,2017,April,Number of Drug Overdose Deaths,143,143,100,0,Underreported due to incomplete data
VT,VT,2017,May,Number of Drug Overdose Deaths,141,141,100,0,Underreported due to incomplete data
VT,VT,2017,June,Number of Drug Overdose Deaths,138,139,100,0,Underreported due to incomplete data
VT,VT,2017,July,Number of Drug Overdose Deaths,141,142,100,0,Underreported due to incomplete data
VT,VT,2017,August,Number of Drug Overdose Deaths,132,134,100,0,Underreported due to incomplete data
VT,VT,2017,September,Number of Drug Overdose Deaths,130,132,100,0,Underreported due to incomplete data
VT,VT,2017,October,Number of Drug Overdose Deaths,126,127,100,0,Underreported due to incomplete data
VT,VT,2017,November,Number of Drug Overdose Deaths,135,136,100,0,Underreported due to incomplete data
VT,VT,2017,December,Number of Drug Overdose Deaths,128,128,100,0,Underreported due to incomplete data
VT,VT,2018,January,Number of Drug Overdose Deaths,129,129,100,0,Underreported due to incomplete data
VT,VT,2018,February,Number of Drug Overdose Deaths,127,127,100,0,Underreported due to incomplete data
VT,VT,2018,March,Number of Drug Overdose Deaths,126,126,100,0,Underreported due to incomplete data
VT,VT,2015,January,"Opioids (T40.0-T40.4,T40.6)",58,59,100,0,
VT,VT,2015,February,"Opioids (T40.0-T40.4,T40.6)",58,59,100,0,
VT,VT,2015,March,"Opioids (T40.0-T40.4,T40.6)",62,63,100,0,
VT,VT,2015,April,"Opioids (T40.0-T40.4,T40.6)",66,67,100,0,
VT,VT,2015,May,"Opioids (T40.0-T40.4,T40.6)",70,71,100,0,
VT,VT,2015,June,"Opioids (T40.0-T40.4,T40.6)",72,73,100,0,
VT,VT,2015,July,"Opioids (T40.0-T40.4,T40.6)",74,75,100,0,
VT,VT,2015,August,"Opioids (T40.0-T40.4,T40.6)",80,81,100,0,
VT,VT,2015,September,"Opioids (T40.0-T40.4,T40.6)",79,80,100,0,
VT,VT,2015,October,"Opioids (T40.0-T40.4,T40.6)",76,77,100,0,
VT,VT,2015,November,"Opioids (T40.0-T40.4,T40.6)",79,80,100,0,
VT,VT,2015,December,"Opioids (T40.0-T40.4,T40.6)",77,78,100,0,
VT,VT,2016,January,"Opioids (T40.0-T40.4,T40.6)",79,80,100,0,
VT,VT,2016,February,"Opioids (T40.0-T40.4,T40.6)",83,84,100,0,
VT,VT,2016,March,"Opioids (T40.0-T40.4,T40.6)",84,85,100,0,
VT,VT,2016,April,"Opioids (T40.0-T40.4,T40.6)",84,85,100,0,
VT,VT,2016,May,"Opioids (T40.0-T40.4,T40.6)",83,84,100,0,
VT,VT,2016,June,"Opioids (T40.0-T40.4,T40.6)",84,85,100,0,
VT,VT,2016,July,"Opioids (T40.0-T40.4,T40.6)",87,88,100,0,
VT,VT,2016,August,"Opioids (T40.0-T40.4,T40.6)",91,92,100,0,
VT,VT,2016,September,"Opioids (T40.0-T40.4,T40.6)",94,95,100,0,
VT,VT,2016,October,"Opioids (T40.0-T40.4,T40.6)",102,103,100,0,
VT,VT,2016,November,"Opioids (T40.0-T40.4,T40.6)",100,101,100,0,
VT,VT,2016,December,"Opioids (T40.0-T40.4,T40.6)",107,108,100,0,
VT,VT,2017,January,"Opioids (T40.0-T40.4,T40.6)",109,109,100,0,Underreported due to incomplete data
VT,VT,2017,February,"Opioids (T40.0-T40.4,T40.6)",110,110,100,0,Underreported due to incomplete data
VT,VT,2017,March,"Opioids (T40.0-T40.4,T40.6)",114,114,100,0,Underreported due to incomplete data
VT,VT,2017,April,"Opioids (T40.0-T40.4,T40.6)",115,115,100,0,Underreported due to incomplete data
VT,VT,2017,May,"Opioids (T40.0-T40.4,T40.6)",112,112,100,0,Underreported due to incomplete data
VT,VT,2017,June,"Opioids (T40.0-T40.4,T40.6)",112,113,100,0,Underreported due to incomplete data
VT,VT,2017,July,"Opioids (T40.0-T40.4,T40.6)",116,117,100,0,Underreported due to incomplete data
VT,VT,2017,August,"Opioids (T40.0-T40.4,T40.6)",109,111,100,0,Underreported due to incomplete data
VT,VT,2017,September,"Opioids (T40.0-T40.4,T40.6)",106,108,100,0,Underreported due to incomplete data
VT,VT,2017,October,"Opioids (T40.0-T40.4,T40.6)",104,105,100,0,Underreported due to incomplete data
VT,VT,2017,November,"Opioids (T40.0-T40.4,T40.6)",115,116,100,0,Underreported due to incomplete data
VT,VT,2017,December,"Opioids (T40.0-T40.4,T40.6)",110,110,100,0,Underreported due to incomplete data
VT,VT,2018,January,"Opioids (T40.0-T40.4,T40.6)",111,111,100,0,Underreported due to incomplete data
VT,VT,2018,February,"Opioids (T40.0-T40.4,T40.6)",110,110,100,0,Underreported due to incomplete data
VT,VT,2018,March,"Opioids (T40.0-T40.4,T40.6)",108,108,100,0,Underreported due to incomplete data
VT,VT,2015,January,Percent with drugs specified,100,,100,0,
VT,VT,2015,February,Percent with drugs specified,100,,100,0,
VT,VT,2015,March,Percent with drugs specified,98.780487804878,,100,0,
VT,VT,2015,April,Percent with drugs specified,98.8235294117647,,100,0,
VT,VT,2015,May,Percent with drugs specified,98.9010989010989,,100,0,
VT,VT,2015,June,Percent with drugs specified,98.936170212766,,100,0,
VT,VT,2015,July,Percent with drugs specified,97.8947368421053,,100,0,
VT,VT,2015,August,Percent with drugs specified,98,,100,0,
VT,VT,2015,September,Percent with drugs specified,98,,100,0,
VT,VT,2015,October,Percent with drugs specified,97.9166666666667,,100,0,
VT,VT,2015,November,Percent with drugs specified,97.979797979798,,100,0,
VT,VT,2015,December,Percent with drugs specified,97.979797979798,,100,0,
VT,VT,2016,January,Percent with drugs specified,97,,100,0,
VT,VT,2016,February,Percent with drugs specified,97.1428571428571,,100,0,
VT,VT,2016,March,Percent with drugs specified,97.1153846153846,,100,0,
VT,VT,2016,April,Percent with drugs specified,97.196261682243,,100,0,
VT,VT,2016,May,Percent with drugs specified,97.1153846153846,,100,0,
VT,VT,2016,June,Percent with drugs specified,97.196261682243,,100,0,
VT,VT,2016,July,Percent with drugs specified,98.1818181818182,,100,0,
VT,VT,2016,August,Percent with drugs specified,98.2608695652174,,100,0,
VT,VT,2016,September,Percent with drugs specified,98.3050847457627,,100,0,
VT,VT,2016,October,Percent with drugs specified,98.4496124031008,,100,0,
VT,VT,2016,November,Percent with drugs specified,97.65625,,100,0,
VT,VT,2016,December,Percent with drugs specified,97.7941176470588,,100,0,
VT,VT,2017,January,Percent with drugs specified,98.5401459854015,,100,0,Underreported due to incomplete data
VT,VT,2017,February,Percent with drugs specified,98.5611510791367,,100,0,Underreported due to incomplete data
VT,VT,2017,March,Percent with drugs specified,99.3006993006993,,100,0,Underreported due to incomplete data
VT,VT,2017,April,Percent with drugs specified,99.3006993006993,,100,0,Underreported due to incomplete data
VT,VT,2017,May,Percent with drugs specified,99.290780141844,,100,0,Underreported due to incomplete data
VT,VT,2017,June,Percent with drugs specified,99.2753623188406,,100,0,Underreported due to incomplete data
VT,VT,2017,July,Percent with drugs specified,99.290780141844,,100,0,Underreported due to incomplete data
VT,VT,2017,August,Percent with drugs specified,99.2424242424242,,100,0,Underreported due to incomplete data
VT,VT,2017,September,Percent with drugs specified,99.2307692307692,,100,0,Underreported due to incomplete data
WV,WV,2015,February,Methadone (T40.3),41,43,100,0.165054330383751,
VT,VT,2017,October,Percent with drugs specified,99.2063492063492,,100,0,Underreported due to incomplete data
VT,VT,2017,November,Percent with drugs specified,100,,100,0,Underreported due to incomplete data
VT,VT,2017,December,Percent with drugs specified,100,,100,0,Underreported due to incomplete data
VT,VT,2018,January,Percent with drugs specified,100,,100,0,Underreported due to incomplete data
VT,VT,2018,February,Percent with drugs specified,100,,100,0,Underreported due to incomplete data
VT,VT,2018,March,Percent with drugs specified,99.2063492063492,,100,0,Underreported due to incomplete data
VT,VT,2015,January,Psychostimulants with abuse potential (T43.6),5,6,100,0,
VT,VT,2015,February,Psychostimulants with abuse potential (T43.6),5,6,100,0,
VT,VT,2015,March,Psychostimulants with abuse potential (T43.6),4,5,100,0,
VT,VT,2015,April,Psychostimulants with abuse potential (T43.6),4,5,100,0,
VT,VT,2015,May,Psychostimulants with abuse potential (T43.6),4,5,100,0,
VT,VT,2015,June,Psychostimulants with abuse potential (T43.6),3,4,100,0,
VT,VT,2015,July,Psychostimulants with abuse potential (T43.6),3,4,100,0,
VT,VT,2015,August,Psychostimulants with abuse potential (T43.6),3,4,100,0,
VT,VT,2015,September,Psychostimulants with abuse potential (T43.6),3,4,100,0,
VT,VT,2015,October,Psychostimulants with abuse potential (T43.6),1,2,100,0,
VT,VT,2015,November,Psychostimulants with abuse potential (T43.6),1,2,100,0,
VT,VT,2015,December,Psychostimulants with abuse potential (T43.6),0,0,100,0,
VT,VT,2016,January,Psychostimulants with abuse potential (T43.6),0,0,100,0,
VT,VT,2016,February,Psychostimulants with abuse potential (T43.6),0,0,100,0,
VT,VT,2016,March,Psychostimulants with abuse potential (T43.6),0,0,100,0,
VT,VT,2016,April,Psychostimulants with abuse potential (T43.6),1,2,100,0,
VT,VT,2016,May,Psychostimulants with abuse potential (T43.6),1,2,100,0,
VT,VT,2016,June,Psychostimulants with abuse potential (T43.6),1,2,100,0,
VT,VT,2016,July,Psychostimulants with abuse potential (T43.6),1,2,100,0,
VT,VT,2016,August,Psychostimulants with abuse potential (T43.6),1,2,100,0,
VT,VT,2016,September,Psychostimulants with abuse potential (T43.6),1,2,100,0,
VT,VT,2016,October,Psychostimulants with abuse potential (T43.6),2,3,100,0,
VT,VT,2016,November,Psychostimulants with abuse potential (T43.6),2,3,100,0,
VT,VT,2016,December,Psychostimulants with abuse potential (T43.6),3,4,100,0,
VT,VT,2017,January,Psychostimulants with abuse potential (T43.6),4,5,100,0,Underreported due to incomplete data
VT,VT,2017,February,Psychostimulants with abuse potential (T43.6),5,6,100,0,Underreported due to incomplete data
VT,VT,2017,March,Psychostimulants with abuse potential (T43.6),9,10,100,0,Underreported due to incomplete data
VT,VT,2017,April,Psychostimulants with abuse potential (T43.6),8,9,100,0,Underreported due to incomplete data
VT,VT,2017,May,Psychostimulants with abuse potential (T43.6),8,9,100,0,Underreported due to incomplete data
VT,VT,2017,June,Psychostimulants with abuse potential (T43.6),8,9,100,0,Underreported due to incomplete data
VT,VT,2017,July,Psychostimulants with abuse potential (T43.6),8,9,100,0,Underreported due to incomplete data
VT,VT,2017,August,Psychostimulants with abuse potential (T43.6),9,10,100,0,Underreported due to incomplete data
VT,VT,2017,September,Psychostimulants with abuse potential (T43.6),9,10,100,0,Underreported due to incomplete data
VT,VT,2017,October,Psychostimulants with abuse potential (T43.6),9,10,100,0,Underreported due to incomplete data
VT,VT,2017,November,Psychostimulants with abuse potential (T43.6),10,11,100,0,Underreported due to incomplete data
VT,VT,2017,December,Psychostimulants with abuse potential (T43.6),9,9,100,0,Underreported due to incomplete data
VT,VT,2018,January,Psychostimulants with abuse potential (T43.6),9,10,100,0,Underreported due to incomplete data
VT,VT,2018,February,Psychostimulants with abuse potential (T43.6),10,11,100,0,Underreported due to incomplete data
VT,VT,2018,March,Psychostimulants with abuse potential (T43.6),6,7,100,0,Underreported due to incomplete data
VT,VT,2015,January,"Synthetic opioids, excl. methadone (T40.4)",20,21,100,0,
VT,VT,2015,February,"Synthetic opioids, excl. methadone (T40.4)",20,21,100,0,
VT,VT,2015,March,"Synthetic opioids, excl. methadone (T40.4)",19,20,100,0,
VT,VT,2015,April,"Synthetic opioids, excl. methadone (T40.4)",23,24,100,0,
VT,VT,2015,May,"Synthetic opioids, excl. methadone (T40.4)",25,26,100,0,
VT,VT,2015,June,"Synthetic opioids, excl. methadone (T40.4)",27,28,100,0,
VT,VT,2015,July,"Synthetic opioids, excl. methadone (T40.4)",27,28,100,0,
VT,VT,2015,August,"Synthetic opioids, excl. methadone (T40.4)",33,34,100,0,
VT,VT,2015,September,"Synthetic opioids, excl. methadone (T40.4)",32,33,100,0,
VT,VT,2015,October,"Synthetic opioids, excl. methadone (T40.4)",32,33,100,0,
VT,VT,2015,November,"Synthetic opioids, excl. methadone (T40.4)",36,37,100,0,
VT,VT,2015,December,"Synthetic opioids, excl. methadone (T40.4)",33,34,100,0,
VT,VT,2016,January,"Synthetic opioids, excl. methadone (T40.4)",33,34,100,0,
VT,VT,2016,February,"Synthetic opioids, excl. methadone (T40.4)",34,35,100,0,
VT,VT,2016,March,"Synthetic opioids, excl. methadone (T40.4)",39,40,100,0,
VT,VT,2016,April,"Synthetic opioids, excl. methadone (T40.4)",36,37,100,0,
VT,VT,2016,May,"Synthetic opioids, excl. methadone (T40.4)",35,36,100,0,
VT,VT,2016,June,"Synthetic opioids, excl. methadone (T40.4)",36,37,100,0,
VT,VT,2016,July,"Synthetic opioids, excl. methadone (T40.4)",39,40,100,0,
VT,VT,2016,August,"Synthetic opioids, excl. methadone (T40.4)",39,40,100,0,
VT,VT,2016,September,"Synthetic opioids, excl. methadone (T40.4)",43,44,100,0,
VT,VT,2016,October,"Synthetic opioids, excl. methadone (T40.4)",47,48,100,0,
VT,VT,2016,November,"Synthetic opioids, excl. methadone (T40.4)",47,48,100,0,
VT,VT,2016,December,"Synthetic opioids, excl. methadone (T40.4)",56,57,100,0,
VT,VT,2017,January,"Synthetic opioids, excl. methadone (T40.4)",61,61,100,0,Underreported due to incomplete data
VT,VT,2017,February,"Synthetic opioids, excl. methadone (T40.4)",63,63,100,0,Underreported due to incomplete data
VT,VT,2017,March,"Synthetic opioids, excl. methadone (T40.4)",64,65,100,0,Underreported due to incomplete data
VT,VT,2017,April,"Synthetic opioids, excl. methadone (T40.4)",69,70,100,0,Underreported due to incomplete data
VT,VT,2017,May,"Synthetic opioids, excl. methadone (T40.4)",70,71,100,0,Underreported due to incomplete data
VT,VT,2017,June,"Synthetic opioids, excl. methadone (T40.4)",71,73,100,0,Underreported due to incomplete data
VT,VT,2017,July,"Synthetic opioids, excl. methadone (T40.4)",73,75,100,0,Underreported due to incomplete data
VT,VT,2017,August,"Synthetic opioids, excl. methadone (T40.4)",72,74,100,0,Underreported due to incomplete data
VT,VT,2017,September,"Synthetic opioids, excl. methadone (T40.4)",69,71,100,0,Underreported due to incomplete data
VT,VT,2017,October,"Synthetic opioids, excl. methadone (T40.4)",71,72,100,0,Underreported due to incomplete data
VT,VT,2017,November,"Synthetic opioids, excl. methadone (T40.4)",78,79,100,0,Underreported due to incomplete data
VT,VT,2017,December,"Synthetic opioids, excl. methadone (T40.4)",73,73,100,0,Underreported due to incomplete data
VT,VT,2018,January,"Synthetic opioids, excl. methadone (T40.4)",74,74,100,0,Underreported due to incomplete data
VT,VT,2018,February,"Synthetic opioids, excl. methadone (T40.4)",76,76,100,0,Underreported due to incomplete data
VT,VT,2018,March,"Synthetic opioids, excl. methadone (T40.4)",80,81,100,0,Underreported due to incomplete data
WA,WA,2015,January,Cocaine (T40.5),87,90,100,0.007620934707642,
WA,WA,2015,February,Cocaine (T40.5),88,92,100,0.009507330151547,
WA,WA,2015,March,Cocaine (T40.5),88,92,100,0.007568590350047,
WA,WA,2015,April,Cocaine (T40.5),87,90,100,0.007545176745765,
WA,WA,2015,May,Cocaine (T40.5),85,88,100,0.00749105755005,
WA,WA,2015,June,Cocaine (T40.5),85,88,100,0.0055910691988,
WA,WA,2015,July,Cocaine (T40.5),85,88,100,0.005560292100678,
WA,WA,2015,August,Cocaine (T40.5),82,85,100,0.005554012774229,
WA,WA,2015,September,Cocaine (T40.5),87,90,100,0.005522014430864,
WA,WA,2015,October,Cocaine (T40.5),84,87,100,0.007345784437956,
WA,WA,2015,November,Cocaine (T40.5),84,87,100,0.005508630187293,
WA,WA,2015,December,Cocaine (T40.5),82,85,100,0.005491588716616,
WA,WA,2016,January,Cocaine (T40.5),86,89,100,0.005510451489659,
WA,WA,2016,February,Cocaine (T40.5),89,93,100,0.003657978966621,
WA,WA,2016,March,Cocaine (T40.5),88,92,100,0.005480352934729,
WA,WA,2016,April,Cocaine (T40.5),86,89,100,0.0054704595186,
WA,WA,2016,May,Cocaine (T40.5),86,89,100,0.005479151827297,
WA,WA,2016,June,Cocaine (T40.5),82,85,100,0.005482957141552,
WA,WA,2016,July,Cocaine (T40.5),80,83,100,0.007318367272262,
WA,WA,2016,August,Cocaine (T40.5),92,96,100,0.009152480322167,
WA,WA,2016,September,Cocaine (T40.5),93,97,100,0.014656578055438,
WA,WA,2016,October,Cocaine (T40.5),89,93,100,0.016456390565003,
WA,WA,2016,November,Cocaine (T40.5),83,86,100,0.018311999853504,
WA,WA,2016,December,Cocaine (T40.5),83,86,100,0.021911004802162,
WA,WA,2017,January,Cocaine (T40.5),82,85,100,0.026892323138155,Underreported due to incomplete data
WA,WA,2017,February,Cocaine (T40.5),84,87,100,0.03209070973953,Underreported due to incomplete data
WA,WA,2017,March,Cocaine (T40.5),84,87,100,0.032071840923669,Underreported due to incomplete data
WA,WA,2017,April,Cocaine (T40.5),95,99,100,0.035641729336707,Underreported due to incomplete data
WA,WA,2017,May,Cocaine (T40.5),92,96,100,0.03914939051517,Underreported due to incomplete data
WA,WA,2017,June,Cocaine (T40.5),93,97,100,0.053461641272387,Underreported due to incomplete data
WA,WA,2017,July,Cocaine (T40.5),100,104,100,0.058741856242657,Underreported due to incomplete data
WA,WA,2017,August,Cocaine (T40.5),93,97,100,0.05840191133528,Underreported due to incomplete data
WA,WA,2017,September,Cocaine (T40.5),92,96,100,0.054770318021201,Underreported due to incomplete data
WA,WA,2017,October,Cocaine (T40.5),97,101,100,0.056496177680479,Underreported due to incomplete data
WA,WA,2017,November,Cocaine (T40.5),105,110,100,0.07017051434987,Underreported due to incomplete data
WA,WA,2017,December,Cocaine (T40.5),108,113,100,0.087750087750088,Underreported due to incomplete data
WA,WA,2018,January,Cocaine (T40.5),104,108,100,0.092138136329004,Underreported due to incomplete data
WA,WA,2018,February,Cocaine (T40.5),107,111,100,0.103276353276353,Underreported due to incomplete data
WA,WA,2018,March,Cocaine (T40.5),107,111,100,0.127820483232438,Underreported due to incomplete data
WA,WA,2015,January,Heroin (T40.1),288,289,100,0.007620934707642,
WA,WA,2015,February,Heroin (T40.1),286,287,100,0.009507330151547,
WA,WA,2015,March,Heroin (T40.1),297,298,100,0.007568590350047,
WA,WA,2015,April,Heroin (T40.1),292,293,100,0.007545176745765,
WA,WA,2015,May,Heroin (T40.1),285,286,100,0.00749105755005,
WA,WA,2015,June,Heroin (T40.1),293,294,100,0.0055910691988,
WA,WA,2015,July,Heroin (T40.1),288,289,100,0.005560292100678,
WA,WA,2015,August,Heroin (T40.1),299,300,100,0.005554012774229,
WA,WA,2015,September,Heroin (T40.1),311,312,100,0.005522014430864,
WA,WA,2015,October,Heroin (T40.1),307,308,100,0.007345784437956,
WA,WA,2015,November,Heroin (T40.1),307,308,100,0.005508630187293,
WA,WA,2015,December,Heroin (T40.1),306,307,100,0.005491588716616,
WA,WA,2016,January,Heroin (T40.1),323,324,100,0.005510451489659,
WA,WA,2016,February,Heroin (T40.1),320,321,100,0.003657978966621,
WA,WA,2016,March,Heroin (T40.1),317,318,100,0.005480352934729,
WA,WA,2016,April,Heroin (T40.1),333,334,100,0.0054704595186,
WA,WA,2016,May,Heroin (T40.1),335,336,100,0.005479151827297,
WA,WA,2016,June,Heroin (T40.1),326,327,100,0.005482957141552,
WA,WA,2016,July,Heroin (T40.1),334,335,100,0.007318367272262,
WA,WA,2016,August,Heroin (T40.1),323,324,100,0.009152480322167,
WA,WA,2016,September,Heroin (T40.1),319,320,100,0.014656578055438,
WA,WA,2016,October,Heroin (T40.1),310,311,100,0.016456390565003,
WA,WA,2016,November,Heroin (T40.1),299,301,100,0.018311999853504,
WA,WA,2016,December,Heroin (T40.1),294,296,100,0.021911004802162,
WA,WA,2017,January,Heroin (T40.1),286,286,100,0.026892323138155,Underreported due to incomplete data
WA,WA,2017,February,Heroin (T40.1),291,292,100,0.03209070973953,Underreported due to incomplete data
WA,WA,2017,March,Heroin (T40.1),299,300,100,0.032071840923669,Underreported due to incomplete data
WA,WA,2017,April,Heroin (T40.1),290,290,100,0.035641729336707,Underreported due to incomplete data
WA,WA,2017,May,Heroin (T40.1),297,297,100,0.03914939051517,Underreported due to incomplete data
WA,WA,2017,June,Heroin (T40.1),301,302,100,0.053461641272387,Underreported due to incomplete data
WA,WA,2017,July,Heroin (T40.1),299,304,100,0.058741856242657,Underreported due to incomplete data
